IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150377337,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04/30/2015,19:45,MISSION,NONE,600 Block of GUERRERO ST,-122.423836634462,37.7607430785636,"(37.7607430785636, -122.423836634462)",15037733706243
150377622,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,04/30/2015,19:45,RICHMOND,NONE,400 Block of 14TH AV,-122.472844030435,37.7796457695967,"(37.7796457695967, -122.472844030435)",15037762205013
150377462,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,04/30/2015,19:40,INGLESIDE,NONE,CAMBRIDGE ST / STONEYFORD AV,-122.420944552265,37.7313080794309,"(37.7313080794309, -122.420944552265)",15037746228160
150377387,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,19:30,RICHMOND,NONE,14TH AV / GEARY BL,-122.472843756623,37.7806291168287,"(37.7806291168287, -122.472843756623)",15037738706244
156103764,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,19:30,NORTHERN,NONE,3200 Block of PIERCE ST,-122.439368478152,37.7999319386215,"(37.7999319386215, -122.439368478152)",15610376406244
150381736,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,04/30/2015,19:30,INGLESIDE,NONE,GENEBERN WY / MURRAY ST,-122.425035375023,37.7335487378044,"(37.7335487378044, -122.425035375023)",15038173607021
150378943,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,04/30/2015,19:30,MISSION,NONE,3300 Block of 19TH ST,-122.418667330218,37.7603229790338,"(37.7603229790338, -122.418667330218)",15037894306302
150377315,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,04/30/2015,19:30,RICHMOND,NONE,GEARY BL / ARGUELLO BL,-122.45886061567,37.7812550935484,"(37.7812550935484, -122.45886061567)",15037731506112
150378062,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,19:30,TENDERLOIN,NONE,LEAVENWORTH ST / OFARRELL ST,-122.414619686906,37.785583058847,"(37.785583058847, -122.414619686906)",15037806206244
156103504,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,04/30/2015,19:20,BAYVIEW,NONE,700 Block of INNES AV,-122.372926079722,37.7304599610397,"(37.7304599610397, -122.372926079722)",15610350428150
150378385,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,04/30/2015,19:15,NORTHERN,NONE,100 Block of PAGE ST,-122.42320280363,37.7740394663904,"(37.7740394663904, -122.42320280363)",15037838507021
150376969,WARRANTS,WARRANT ARREST,Thursday,04/30/2015,19:13,MISSION,"ARREST, BOOKED",200 Block of SHOTWELL ST,-122.416374835778,37.7644225165568,"(37.7644225165568, -122.416374835778)",15037696963010
150376969,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Thursday,04/30/2015,19:13,MISSION,"ARREST, BOOKED",200 Block of SHOTWELL ST,-122.416374835778,37.7644225165568,"(37.7644225165568, -122.416374835778)",15037696912120
150377484,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,04/30/2015,19:13,BAYVIEW,"ARREST, BOOKED",800 Block of MANSELL ST,-122.40954276725,37.7195088952058,"(37.7195088952058, -122.40954276725)",15037748464085
150376953,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,04/30/2015,19:12,MISSION,"ARREST, BOOKED",800 Block of CHURCH ST,-122.428078855496,37.7576861003287,"(37.7576861003287, -122.428078855496)",15037695304014
150376953,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,04/30/2015,19:12,MISSION,"ARREST, BOOKED",800 Block of CHURCH ST,-122.428078855496,37.7576861003287,"(37.7576861003287, -122.428078855496)",15037695304138
150376953,KIDNAPPING,FALSE IMPRISONMENT,Thursday,04/30/2015,19:12,MISSION,"ARREST, BOOKED",800 Block of CHURCH ST,-122.428078855496,37.7576861003287,"(37.7576861003287, -122.428078855496)",15037695326142
150376975,OTHER OFFENSES,PROBATION VIOLATION,Thursday,04/30/2015,19:11,PARK,JUVENILE BOOKED,200 Block of FREDERICK ST,-122.4476171563,37.7671128522306,"(37.7671128522306, -122.4476171563)",15037697526170
150376975,MISSING PERSON,FOUND PERSON,Thursday,04/30/2015,19:11,PARK,JUVENILE BOOKED,200 Block of FREDERICK ST,-122.4476171563,37.7671128522306,"(37.7671128522306, -122.4476171563)",15037697575000
150376856,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,04/30/2015,19:04,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037685613075
150376856,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,04/30/2015,19:04,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037685613060
150392915,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04/30/2015,19:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15039291564070
150379684,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04/30/2015,19:00,BAYVIEW,NONE,500 Block of TEXAS ST,-122.395300963829,37.7592015452273,"(37.7592015452273, -122.395300963829)",15037968406242
150377666,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,19:00,NORTHERN,NONE,LAGUNA ST / BAY ST,-122.43168292833,37.8032668026887,"(37.8032668026887, -122.43168292833)",15037766606244
150376931,ASSAULT,BATTERY,Thursday,04/30/2015,18:58,MISSION,NONE,2200 Block of MISSION ST,-122.419350173229,37.7610160912056,"(37.7610160912056, -122.419350173229)",15037693104134
150376884,WARRANTS,WARRANT ARREST,Thursday,04/30/2015,18:57,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.409536662692,37.7826911213472,"(37.7826911213472, -122.409536662692)",15037688463010
156106116,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04/30/2015,18:45,MISSION,NONE,16TH ST / DOLORES ST,-122.426384450806,37.764643937262,"(37.764643937262, -122.426384450806)",15610611606243
150376840,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,04/30/2015,18:35,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / SHAFTER AV,-122.386985864218,37.7289204123466,"(37.7289204123466, -122.386985864218)",15037684015200
150376840,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,04/30/2015,18:35,BAYVIEW,"ARREST, BOOKED",JENNINGS ST / SHAFTER AV,-122.386985864218,37.7289204123466,"(37.7289204123466, -122.386985864218)",15037684028160
150376759,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,04/30/2015,18:34,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037675913075
150376759,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,04/30/2015,18:34,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037675913060
150376925,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,04/30/2015,18:31,CENTRAL,NONE,0 Block of DRUMM ST,-122.396556426173,37.7941169057941,"(37.7941169057941, -122.396556426173)",15037692564085
150376812,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,04/30/2015,18:30,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037681213060
150379167,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,18:30,MISSION,NONE,200 Block of VALENCIA ST,-122.422267566263,37.7695768565573,"(37.7695768565573, -122.422267566263)",15037916706244
156108441,NON-CRIMINAL,LOST PROPERTY,Thursday,04/30/2015,18:30,CENTRAL,NONE,200 Block of COLUMBUS AV,-122.40583874581,37.7973631784416,"(37.7973631784416, -122.40583874581)",15610844171000
150379452,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,04/30/2015,18:30,NORTHERN,NONE,2200 Block of FILLMORE ST,-122.434048464904,37.7902911264768,"(37.7902911264768, -122.434048464904)",15037945206153
150376812,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,04/30/2015,18:30,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037681213075
150377058,NON-CRIMINAL,LOST PROPERTY,Thursday,04/30/2015,18:20,NORTHERN,NONE,POLK ST / GEARY ST,-122.419739837805,37.7858926099715,"(37.7858926099715, -122.419739837805)",15037705871000
156103639,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,04/30/2015,18:15,TARAVAL,NONE,41ST AV / WAWONA ST,-122.49886753072,37.736415003705,"(37.736415003705, -122.49886753072)",15610363906224
150376737,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04/30/2015,18:05,BAYVIEW,NONE,23RD ST / INDIANA ST,-122.390923145958,37.7552139270974,"(37.7552139270974, -122.390923145958)",15037673764020
150377860,MISSING PERSON,MISSING JUVENILE,Thursday,04/30/2015,18:00,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064,"(37.7778241673064, -122.407999186749)",15037786074010
150377804,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,04/30/2015,18:00,BAYVIEW,NONE,1700 Block of LASALLE AV,-122.391515160928,37.7380376770177,"(37.7380376770177, -122.391515160928)",15037780406303
150376765,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,04/30/2015,18:00,TARAVAL,NONE,0 Block of HARDING RD,-122.49770432371,37.7247384376425,"(37.7247384376425, -122.49770432371)",15037676568020
150376806,NON-CRIMINAL,TARASOFF REPORT,Thursday,04/30/2015,18:00,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15037680615095
150376674,NON-CRIMINAL,"AIDED CASE, DOG BITE",Thursday,04/30/2015,18:00,BAYVIEW,NONE,1000 Block of NEWHALL ST,-122.390301651188,37.7378798984148,"(37.7378798984148, -122.390301651188)",15037667464010
150415705,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,04/30/2015,18:00,MISSION,NONE,2200 Block of MARKET ST,-122.431957685196,37.7649357189679,"(37.7649357189679, -122.431957685196)",15041570509320
156103708,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,18:00,NORTHERN,NONE,3600 Block of LYON ST,-122.44827840533,37.804271887891,"(37.804271887891, -122.44827840533)",15610370806244
156108059,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,18:00,CENTRAL,NONE,LEAVENWORTH ST / FRANCISCO ST,-122.418343811443,37.8040696291271,"(37.8040696291271, -122.418343811443)",15610805906244
150379286,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,04/30/2015,18:00,BAYVIEW,NONE,1000 Block of MISSISSIPPI ST,-122.39359778076,37.7529765409527,"(37.7529765409527, -122.39359778076)",15037928607021
150377804,EMBEZZLEMENT,EMBEZZLED VEHICLE,Thursday,04/30/2015,18:00,BAYVIEW,NONE,1700 Block of LASALLE AV,-122.391515160928,37.7380376770177,"(37.7380376770177, -122.391515160928)",15037780407052
150377882,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,18:00,MISSION,NONE,17TH ST / MISSION ST,-122.419515708406,37.7634292328496,"(37.7634292328496, -122.419515708406)",15037788206244
150376709,NON-CRIMINAL,FOUND PROPERTY,Thursday,04/30/2015,18:00,RICHMOND,UNFOUNDED,3600 Block of SACRAMENTO ST,-122.452796018759,37.7875001881845,"(37.7875001881845, -122.452796018759)",15037670972000
150377860,MISSING PERSON,FOUND PERSON,Thursday,04/30/2015,18:00,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064,"(37.7778241673064, -122.407999186749)",15037786075000
150376709,MISSING PERSON,MISSING JUVENILE,Thursday,04/30/2015,18:00,RICHMOND,UNFOUNDED,3600 Block of SACRAMENTO ST,-122.452796018759,37.7875001881845,"(37.7875001881845, -122.452796018759)",15037670974010
150422487,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,18:00,SOUTHERN,NONE,10TH ST / MISSION ST,-122.41591119887,37.7752721501379,"(37.7752721501379, -122.41591119887)",15042248706244
156103651,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,18:00,PARK,NONE,SCOTT ST / HAYES ST,-122.436130312825,37.7752055149785,"(37.7752055149785, -122.436130312825)",15610365106244
150393474,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,04/30/2015,17:50,PARK,NONE,400 Block of CENTRAL AV,-122.44438053783,37.7736811131559,"(37.7736811131559, -122.44438053783)",15039347406304
150412949,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Thursday,04/30/2015,17:47,SOUTHERN,NONE,900 Block of MARKET ST,-122.409708423721,37.7828276498838,"(37.7828276498838, -122.409708423721)",15041294909020
150376721,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,04/30/2015,17:47,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",15037672162050
150376696,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,04/30/2015,17:45,RICHMOND,"ARREST, BOOKED",2800 Block of CALIFORNIA ST,-122.441279917794,37.7879051031628,"(37.7879051031628, -122.441279917794)",15037669628160
156105936,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,17:45,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15610593606244
150376715,ASSAULT,BATTERY,Thursday,04/30/2015,17:45,NORTHERN,NONE,2300 Block of BUCHANAN ST,-122.431073169007,37.7915687103002,"(37.7915687103002, -122.431073169007)",15037671504134
150376618,OTHER OFFENSES,FAILURE TO REGISTER AS SEX OFFENDER,Thursday,04/30/2015,17:40,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GREENWICH ST,-122.41254519939,37.8019305813748,"(37.8019305813748, -122.41254519939)",15037661814020
150376618,OTHER OFFENSES,PROBATION VIOLATION,Thursday,04/30/2015,17:40,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GREENWICH ST,-122.41254519939,37.8019305813748,"(37.8019305813748, -122.41254519939)",15037661826170
150376618,WARRANTS,WARRANT ARREST,Thursday,04/30/2015,17:40,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GREENWICH ST,-122.41254519939,37.8019305813748,"(37.8019305813748, -122.41254519939)",15037661863010
150382552,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,04/30/2015,17:30,RICHMOND,NONE,0 Block of LUPINE AV,-122.449390199224,37.7840952881992,"(37.7840952881992, -122.449390199224)",15038255206304
156103645,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,04/30/2015,17:30,PARK,NONE,FELL ST / MASONIC AV,-122.445904271169,37.7729953727174,"(37.7729953727174, -122.445904271169)",15610364506374
150376834,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04/30/2015,17:30,TENDERLOIN,NONE,HYDE ST / MCALLISTER ST,-122.415317966992,37.7807179285998,"(37.7807179285998, -122.415317966992)",15037683406243
150376549,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,04/30/2015,17:19,MISSION,"ARREST, BOOKED",0 Block of WIESE ST,-122.420629159814,37.7658091937535,"(37.7658091937535, -122.420629159814)",15037654962050
150376602,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04/30/2015,17:19,INGLESIDE,NONE,200 Block of SANTOS ST,-122.419787599918,37.7091318716684,"(37.7091318716684, -122.419787599918)",15037660264070
150376602,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,04/30/2015,17:19,INGLESIDE,NONE,200 Block of SANTOS ST,-122.419787599918,37.7091318716684,"(37.7091318716684, -122.419787599918)",15037660264085
150376549,WARRANTS,WARRANT ARREST,Thursday,04/30/2015,17:19,MISSION,"ARREST, BOOKED",0 Block of WIESE ST,-122.420629159814,37.7658091937535,"(37.7658091937535, -122.420629159814)",15037654963010
150376555,WARRANTS,WARRANT ARREST,Thursday,04/30/2015,17:15,SOUTHERN,"ARREST, BOOKED",MARKET ST / GOLDEN GATE AV,-122.41029351969,37.7822305870036,"(37.7822305870036, -122.41029351969)",15037655563010
150376555,OTHER OFFENSES,RESISTING ARREST,Thursday,04/30/2015,17:15,SOUTHERN,"ARREST, BOOKED",MARKET ST / GOLDEN GATE AV,-122.41029351969,37.7822305870036,"(37.7822305870036, -122.41029351969)",15037655527170
150376555,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,04/30/2015,17:15,SOUTHERN,"ARREST, BOOKED",MARKET ST / GOLDEN GATE AV,-122.41029351969,37.7822305870036,"(37.7822305870036, -122.41029351969)",15037655516010
150390163,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,04/30/2015,17:00,BAYVIEW,NONE,0 Block of KISKA RD,-122.378494173975,37.7304096808335,"(37.7304096808335, -122.378494173975)",15039016305151
150376890,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,04/30/2015,17:00,SOUTHERN,NONE,1100 Block of HOWARD ST,-122.411359138357,37.7764944808779,"(37.7764944808779, -122.411359138357)",15037689006303
150379725,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,04/30/2015,17:00,RICHMOND,NONE,1700 Block of BRODERICK ST,-122.441754455573,37.786451718194,"(37.786451718194, -122.441754455573)",15037972571010
150377569,ASSAULT,THREATS AGAINST LIFE,Thursday,04/30/2015,17:00,MISSION,NONE,2300 Block of FOLSOM ST,-122.41469551481,37.7596861764245,"(37.7596861764245, -122.41469551481)",15037756919057
150378567,ROBBERY,"ROBBERY,  ATM, GUN, ATT.",Thursday,04/30/2015,17:00,RICHMOND,NONE,ANZA ST / 33RD AV,-122.493169588559,37.7777710152466,"(37.7777710152466, -122.493169588559)",15037856703491
150377183,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,04/30/2015,17:00,PARK,NONE,800 Block of HAIGHT ST,-122.436236254698,37.7714256624517,"(37.7714256624517, -122.436236254698)",15037718309320
150378567,SECONDARY CODES,JUVENILE INVOLVED,Thursday,04/30/2015,17:00,RICHMOND,NONE,ANZA ST / 33RD AV,-122.493169588559,37.7777710152466,"(37.7777710152466, -122.493169588559)",15037856715500
150500748,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,04/30/2015,16:48,CENTRAL,NONE,700 Block of PINE ST,-122.40768078831,37.7911972507673,"(37.7911972507673, -122.40768078831)",15050074809024
156108338,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,04/30/2015,16:45,CENTRAL,NONE,2300 Block of STOCKTON ST,-122.410524742229,37.8074451162355,"(37.8074451162355, -122.410524742229)",15610833806372
150377199,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04/30/2015,16:30,BAYVIEW,NONE,KANSAS ST / 23RD ST,-122.402561060246,37.7545129537862,"(37.7545129537862, -122.402561060246)",15037719906243
150376981,OTHER OFFENSES,"PROBATION VIOLATION, DV RELATED",Thursday,04/30/2015,16:30,SOUTHERN,"ARREST, BOOKED",6TH ST / BRYANT ST,-122.402527594665,37.7760382838346,"(37.7760382838346, -122.402527594665)",15037698115152
150376981,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,04/30/2015,16:30,SOUTHERN,"ARREST, BOOKED",6TH ST / BRYANT ST,-122.402527594665,37.7760382838346,"(37.7760382838346, -122.402527594665)",15037698104014
150376981,"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Thursday,04/30/2015,16:30,SOUTHERN,"ARREST, BOOKED",6TH ST / BRYANT ST,-122.402527594665,37.7760382838346,"(37.7760382838346, -122.402527594665)",15037698102004
150376492,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04/30/2015,16:21,INGLESIDE,NONE,600 Block of MOSCOW ST,-122.430636480666,37.7173839763582,"(37.7173839763582, -122.430636480666)",15037649264020
156106893,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,04/30/2015,16:15,SOUTHERN,NONE,1ST ST / MISSION ST,-122.397576409113,37.7897619308836,"(37.7897619308836, -122.397576409113)",15610689306372
150376317,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,04/30/2015,16:09,INGLESIDE,"ARREST, BOOKED",0 Block of CORDOVA ST,-122.436154623588,37.7128189051559,"(37.7128189051559, -122.436154623588)",15037631762050
150379082,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Thursday,04/30/2015,16:08,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15037908204138
150376345,VEHICLE THEFT,STOLEN TRUCK,Thursday,04/30/2015,16:04,BAYVIEW,NONE,4600 Block of 3RD ST,-122.390412132668,37.7360102192532,"(37.7360102192532, -122.390412132668)",15037634507025
150381695,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,04/30/2015,16:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15038169515200
150376395,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04/30/2015,16:00,MISSION,NONE,2200 Block of MARKET ST,-122.432198022433,37.7651107322703,"(37.7651107322703, -122.432198022433)",15037639564020
150381695,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04/30/2015,16:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15038169564070
150378288,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/30/2015,16:00,NORTHERN,NONE,LAGUNA ST / WASHINGTON ST,-122.429450115467,37.7922168233794,"(37.7922168233794, -122.429450115467)",15037828806244
150376511,NON-CRIMINAL,AIDED CASE,Thursday,04/30/2015,15:43,TARAVAL,NONE,1300 Block of 27TH AV,-122.485563305358,37.7622386605707,"(37.7622386605707, -122.485563305358)",15037651151040
150376511,MISSING PERSON,MISSING ADULT,Thursday,04/30/2015,15:43,TARAVAL,NONE,1300 Block of 27TH AV,-122.485563305358,37.7622386605707,"(37.7622386605707, -122.485563305358)",15037651174000
150376254,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Thursday,04/30/2015,15:38,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037625413075
150376254,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Thursday,04/30/2015,15:38,NORTHERN,"ARREST, BOOKED",1500 Block of VANNESS AV,-122.422062730264,37.7899200014841,"(37.7899200014841, -122.422062730264)",15037625413060
150376420,DISORDERLY CONDUCT,"DISTURBING THE PEACE, COMMOTION",Thursday,04/30/2015,15:30,CENTRAL,NONE,400 Block of SUTTER ST,-122.407802668376,37.7893818905021,"(37.7893818905021, -122.407802668376)",15037642019020
150376668,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,04/30/2015,15:30,BAYVIEW,NONE,1400 Block of ARMSTRONG AV,-122.389487749378,37.7245993768293,"(37.7245993768293, -122.389487749378)",15037666807021
150376771,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,04/30/2015,15:30,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,"(37.7627436601147, -122.421747650463)",15037677106303
150376408,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,04/30/2015,15:30,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,"(37.7642205603745, -122.41965834371)",15037640868020
150376420,TRESPASS,TRESPASSING,Thursday,04/30/2015,15:30,CENTRAL,NONE,400 Block of SUTTER ST,-122.407802668376,37.7893818905021,"(37.7893818905021, -122.407802668376)",15037642027195
150376771,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,04/30/2015,15:30,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,"(37.7627436601147, -122.421747650463)",15037677109320
156108281,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,04/30/2015,15:30,CENTRAL,NONE,POST ST / KEARNY ST,-122.403663463962,37.788894680211,"(37.788894680211, -122.403663463962)",15610828106314
